Calculation1,City,County/State/Country,Measure Names,School,Measure Values
KAMIAK HIGH SCHOOL480758,Mukilteo,Washington,Adm GPA,KAMIAK HIGH SCHOOL,69.802049613
KAMIAK HIGH SCHOOL480758,Mukilteo,Washington,App GPA,KAMIAK HIGH SCHOOL,88.238757265
KAMIAKIN HIGH SCHOOL480524,Kennewick,Washington,Enrl GPA,KAMIAKIN HIGH SCHOOL,
KAMIAKIN HIGH SCHOOL480524,Kennewick,Washington,Adm GPA,KAMIAKIN HIGH SCHOOL,
KAMIAKIN HIGH SCHOOL480524,Kennewick,Washington,App GPA,KAMIAKIN HIGH SCHOOL,4.126
KANELAND HIGH SCHOOL142760,Maple Park,Illinois,Enrl GPA,KANELAND HIGH SCHOOL,
KANELAND HIGH SCHOOL142760,Maple Park,Illinois,Adm GPA,KANELAND HIGH SCHOOL,
KANELAND HIGH SCHOOL142760,Maple Park,Illinois,App GPA,KANELAND HIGH SCHOOL,3.962
KANG CHIAO BILINGUAL SCHOOL694291,"n/a ",TAIWAN,Enrl GPA,KANG CHIAO BILINGUAL SCHOOL,3.996
KANG CHIAO BILINGUAL SCHOOL694291,"n/a ",TAIWAN,Adm GPA,KANG CHIAO BILINGUAL SCHOOL,15.379888889
KANG CHIAO BILINGUAL SCHOOL694291,"n/a ",TAIWAN,App GPA,KANG CHIAO BILINGUAL SCHOOL,21.260866162
KANG CHIAO SCHOOL KUNSHAN694587,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,KANG CHIAO SCHOOL KUNSHAN,
KANG CHIAO SCHOOL KUNSHAN694587,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,KANG CHIAO SCHOOL KUNSHAN,3.509
KANG CHIAO SCHOOL KUNSHAN694587,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,KANG CHIAO SCHOOL KUNSHAN,3.435
KANSAS990295,n/a,Kansas,Enrl GPA,KANSAS,
KANSAS990295,n/a,Kansas,Adm GPA,KANSAS,4.036
KANSAS990295,n/a,Kansas,App GPA,KANSAS,3.982857143
KAOHSIUNG AMERICAN SCHOOL694251,"n/a ",TAIWAN,Enrl GPA,KAOHSIUNG AMERICAN SCHOOL,23.288864613
KAOHSIUNG AMERICAN SCHOOL694251,"n/a ",TAIWAN,Adm GPA,KAOHSIUNG AMERICAN SCHOOL,34.749241379
KAOHSIUNG AMERICAN SCHOOL694251,"n/a ",TAIWAN,App GPA,KAOHSIUNG AMERICAN SCHOOL,44.050754073
KAPAA HIGH SCHOOL120160,Kapaa,Hawaii,Enrl GPA,KAPAA HIGH SCHOOL,
KAPAA HIGH SCHOOL120160,Kapaa,Hawaii,Adm GPA,KAPAA HIGH SCHOOL,16.031523810
KAPAA HIGH SCHOOL120160,Kapaa,Hawaii,App GPA,KAPAA HIGH SCHOOL,30.772577506
KAPLAN ACAD CA-SOUTHERN CA054266,El Segundo,Los Angeles,Enrl GPA,KAPLAN ACAD CA-SOUTHERN CA,
KAPLAN ACAD CA-SOUTHERN CA054266,El Segundo,Los Angeles,Adm GPA,KAPLAN ACAD CA-SOUTHERN CA,
KAPLAN ACAD CA-SOUTHERN CA054266,El Segundo,Los Angeles,App GPA,KAPLAN ACAD CA-SOUTHERN CA,3.17
KAPLAN COLLEGE PREPARATORY SCH102048,Hollywood,Florida,Enrl GPA,KAPLAN COLLEGE PREPARATORY SCH,
KAPLAN COLLEGE PREPARATORY SCH102048,Hollywood,Florida,Adm GPA,KAPLAN COLLEGE PREPARATORY SCH,
KAPLAN COLLEGE PREPARATORY SCH102048,Hollywood,Florida,App GPA,KAPLAN COLLEGE PREPARATORY SCH,3.616
KAPOLEI HIGH SCHOOL120161,Kapolei,Hawaii,Enrl GPA,KAPOLEI HIGH SCHOOL,
KAPOLEI HIGH SCHOOL120161,Kapolei,Hawaii,Adm GPA,KAPOLEI HIGH SCHOOL,3.932222222
KAPOLEI HIGH SCHOOL120161,Kapolei,Hawaii,App GPA,KAPOLEI HIGH SCHOOL,26.183831169
KARACHI AMERICAN SCHOOL563020,"n/a ",PAKISTAN,Enrl GPA,KARACHI AMERICAN SCHOOL,
KARACHI AMERICAN SCHOOL563020,"n/a ",PAKISTAN,Adm GPA,KARACHI AMERICAN SCHOOL,3.676
KARACHI AMERICAN SCHOOL563020,"n/a ",PAKISTAN,App GPA,KARACHI AMERICAN SCHOOL,27.644714286
KARACHI GRAMMAR SCHOOL690140,"n/a ",PAKISTAN,Enrl GPA,KARACHI GRAMMAR SCHOOL,18.500809524
KARACHI GRAMMAR SCHOOL690140,"n/a ",PAKISTAN,Adm GPA,KARACHI GRAMMAR SCHOOL,32.251608561
KARACHI GRAMMAR SCHOOL690140,"n/a ",PAKISTAN,App GPA,KARACHI GRAMMAR SCHOOL,63.780574345
KATELLA HIGH SCHOOL050081,Anaheim,Orange,Enrl GPA,KATELLA HIGH SCHOOL,91.086747419
KATELLA HIGH SCHOOL050081,Anaheim,Orange,Adm GPA,KATELLA HIGH SCHOOL,89.977893094
KATELLA HIGH SCHOOL050081,Anaheim,Orange,App GPA,KATELLA HIGH SCHOOL,85.883760994
KAUAI HIGH SCHOOL120195,Lihue,Hawaii,Enrl GPA,KAUAI HIGH SCHOOL,
KAUAI HIGH SCHOOL120195,Lihue,Hawaii,Adm GPA,KAUAI HIGH SCHOOL,27.468416667
KAUAI HIGH SCHOOL120195,Lihue,Hawaii,App GPA,KAUAI HIGH SCHOOL,49.633930736
KEALAKEHE HIGH SCHOOL120174,Kailua Kona,Hawaii,Enrl GPA,KEALAKEHE HIGH SCHOOL,4.008571429
KEALAKEHE HIGH SCHOOL120174,Kailua Kona,Hawaii,Adm GPA,KEALAKEHE HIGH SCHOOL,16.265428571
KEALAKEHE HIGH SCHOOL120174,Kailua Kona,Hawaii,App GPA,KEALAKEHE HIGH SCHOOL,31.607908009
KEARNY COLLEGE CONNECTIONS053893,San Diego,San Diego,Enrl GPA,KEARNY COLLEGE CONNECTIONS,39.613741758
KEARNY COLLEGE CONNECTIONS053893,San Diego,San Diego,Adm GPA,KEARNY COLLEGE CONNECTIONS,42.221156863
KEARNY COLLEGE CONNECTIONS053893,San Diego,San Diego,App GPA,KEARNY COLLEGE CONNECTIONS,40.958298498
KEARNY DIGITAL MEDIA & DESIGN053216,San Diego,San Diego,Enrl GPA,KEARNY DIGITAL MEDIA & DESIGN,15.525666667
KEARNY DIGITAL MEDIA & DESIGN053216,San Diego,San Diego,Adm GPA,KEARNY DIGITAL MEDIA & DESIGN,37.716555556
KEARNY DIGITAL MEDIA & DESIGN053216,San Diego,San Diego,App GPA,KEARNY DIGITAL MEDIA & DESIGN,40.138809163
KEARNY ENG INNOV & DESIGN053217,San Diego,San Diego,Enrl GPA,KEARNY ENG INNOV & DESIGN,
KEARNY ENG INNOV & DESIGN053217,San Diego,San Diego,Adm GPA,KEARNY ENG INNOV & DESIGN,11.66175
KEARNY ENG INNOV & DESIGN053217,San Diego,San Diego,App GPA,KEARNY ENG INNOV & DESIGN,40.280900516
KEARNY SCT053900,San Diego,San Diego,Enrl GPA,KEARNY SCT,35.799558442
KEARNY SCT053900,San Diego,San Diego,Adm GPA,KEARNY SCT,46.945676740
KEARNY SCT053900,San Diego,San Diego,App GPA,KEARNY SCT,44.921324618
KEHILLAH JEWISH HIGH SCHOOL053173,Palo Alto,Santa Clara,Enrl GPA,KEHILLAH JEWISH HIGH SCHOOL,27.416523810
KEHILLAH JEWISH HIGH SCHOOL053173,Palo Alto,Santa Clara,Adm GPA,KEHILLAH JEWISH HIGH SCHOOL,46.431698665
KEHILLAH JEWISH HIGH SCHOOL053173,Palo Alto,Santa Clara,App GPA,KEHILLAH JEWISH HIGH SCHOOL,45.325545388
KEITH COUNTRY DAY SCHOOL143706,Rockford,Illinois,Enrl GPA,KEITH COUNTRY DAY SCHOOL,
KEITH COUNTRY DAY SCHOOL143706,Rockford,Illinois,Adm GPA,KEITH COUNTRY DAY SCHOOL,
KEITH COUNTRY DAY SCHOOL143706,Rockford,Illinois,App GPA,KEITH COUNTRY DAY SCHOOL,3.832
KELLER HIGH SCHOOL443755,Keller,Texas,Enrl GPA,KELLER HIGH SCHOOL,
KELLER HIGH SCHOOL443755,Keller,Texas,Adm GPA,KELLER HIGH SCHOOL,12.145
KELLER HIGH SCHOOL443755,Keller,Texas,App GPA,KELLER HIGH SCHOOL,23.115357143
KELSEYVILLE HIGH SCHOOL051290,Kelseyville,Lake,Enrl GPA,KELSEYVILLE HIGH SCHOOL,43.027333333
KELSEYVILLE HIGH SCHOOL051290,Kelseyville,Lake,Adm GPA,KELSEYVILLE HIGH SCHOOL,73.690300283
KELSEYVILLE HIGH SCHOOL051290,Kelseyville,Lake,App GPA,KELSEYVILLE HIGH SCHOOL,83.492937229
KELSO HIGH SCHOOL480520,Kelso,Washington,Enrl GPA,KELSO HIGH SCHOOL,
KELSO HIGH SCHOOL480520,Kelso,Washington,Adm GPA,KELSO HIGH SCHOOL,
KELSO HIGH SCHOOL480520,Kelso,Washington,App GPA,KELSO HIGH SCHOOL,4.071666667
KENNESAW MOUNTAIN HIGH SCHOOL111739,Kennesaw,Georgia,Enrl GPA,KENNESAW MOUNTAIN HIGH SCHOOL,
KENNESAW MOUNTAIN HIGH SCHOOL111739,Kennesaw,Georgia,Adm GPA,KENNESAW MOUNTAIN HIGH SCHOOL,4.001666667
KENNESAW MOUNTAIN HIGH SCHOOL111739,Kennesaw,Georgia,App GPA,KENNESAW MOUNTAIN HIGH SCHOOL,12.00525
KENNETT HIGH SCHOOL392005,Kennett Square,Pennsylvania,Enrl GPA,KENNETT HIGH SCHOOL,
KENNETT HIGH SCHOOL392005,Kennett Square,Pennsylvania,Adm GPA,KENNETT HIGH SCHOOL,3.928333333
KENNETT HIGH SCHOOL392005,Kennett Square,Pennsylvania,App GPA,KENNETT HIGH SCHOOL,11.535777778
KENSTON HIGH SCHOOL360860,Chagrin Falls,Ohio,Enrl GPA,KENSTON HIGH SCHOOL,
KENSTON HIGH SCHOOL360860,Chagrin Falls,Ohio,Adm GPA,KENSTON HIGH SCHOOL,
KENSTON HIGH SCHOOL360860,Chagrin Falls,Ohio,App GPA,KENSTON HIGH SCHOOL,3.756
KENT DENVER SCHOOL060530,Englewood,Colorado,Enrl GPA,KENT DENVER SCHOOL,
KENT DENVER SCHOOL060530,Englewood,Colorado,Adm GPA,KENT DENVER SCHOOL,58.278361111
KENT DENVER SCHOOL060530,Englewood,Colorado,App GPA,KENT DENVER SCHOOL,73.996367368
KENT PLACE SCHOOL311425,Summit,New Jersey,Enrl GPA,KENT PLACE SCHOOL,
KENT PLACE SCHOOL311425,Summit,New Jersey,Adm GPA,KENT PLACE SCHOOL,4.184
KENT PLACE SCHOOL311425,Summit,New Jersey,App GPA,KENT PLACE SCHOOL,8.296222222
KENT SCHOOL070330,Kent,Connecticut,Enrl GPA,KENT SCHOOL,
KENT SCHOOL070330,Kent,Connecticut,Adm GPA,KENT SCHOOL,7.614666667
KENT SCHOOL070330,Kent,Connecticut,App GPA,KENT SCHOOL,41.650314103
KENT-MERIDIAN HIGH SCHOOL480535,Kent,Washington,Enrl GPA,KENT-MERIDIAN HIGH SCHOOL,
KENT-MERIDIAN HIGH SCHOOL480535,Kent,Washington,Adm GPA,KENT-MERIDIAN HIGH SCHOOL,12.342857143
KENT-MERIDIAN HIGH SCHOOL480535,Kent,Washington,App GPA,KENT-MERIDIAN HIGH SCHOOL,16.074924242
KENTLAKE HIGH SCHOOL480549,Kent,Washington,Enrl GPA,KENTLAKE HIGH SCHOOL,
KENTLAKE HIGH SCHOOL480549,Kent,Washington,Adm GPA,KENTLAKE HIGH SCHOOL,4.045
KENTLAKE HIGH SCHOOL480549,Kent,Washington,App GPA,KENTLAKE HIGH SCHOOL,20.062071429
KENTRIDGE SENIOR HIGH SCHOOL480536,Kent,Washington,Enrl GPA,KENTRIDGE SENIOR HIGH SCHOOL,
KENTRIDGE SENIOR HIGH SCHOOL480536,Kent,Washington,Adm GPA,KENTRIDGE SENIOR HIGH SCHOOL,57.402020147
KENTRIDGE SENIOR HIGH SCHOOL480536,Kent,Washington,App GPA,KENTRIDGE SENIOR HIGH SCHOOL,75.984101939
KENTS HILL SCHOOL200520,Kents Hill,Maine,Enrl GPA,KENTS HILL SCHOOL,
KENTS HILL SCHOOL200520,Kents Hill,Maine,Adm GPA,KENTS HILL SCHOOL,3.748333333
KENTS HILL SCHOOL200520,Kents Hill,Maine,App GPA,KENTS HILL SCHOOL,3.748333333
KENTUCKY COUNTRY DAY SCHOOL181575,Louisville,Kentucky,Enrl GPA,KENTUCKY COUNTRY DAY SCHOOL,
KENTUCKY COUNTRY DAY SCHOOL181575,Louisville,Kentucky,Adm GPA,KENTUCKY COUNTRY DAY SCHOOL,7.719761905
KENTUCKY COUNTRY DAY SCHOOL181575,Louisville,Kentucky,App GPA,KENTUCKY COUNTRY DAY SCHOOL,11.560714286
KENTWOOD SENIOR HIGH SCHOOL480539,Covington,Washington,Enrl GPA,KENTWOOD SENIOR HIGH SCHOOL,
KENTWOOD SENIOR HIGH SCHOOL480539,Covington,Washington,Adm GPA,KENTWOOD SENIOR HIGH SCHOOL,28.672214286
KENTWOOD SENIOR HIGH SCHOOL480539,Covington,Washington,App GPA,KENTWOOD SENIOR HIGH SCHOOL,59.076453297
KENWOOD ACADEMY140917,Chicago,Illinois,Enrl GPA,KENWOOD ACADEMY,
KENWOOD ACADEMY140917,Chicago,Illinois,Adm GPA,KENWOOD ACADEMY,3.75
KENWOOD ACADEMY140917,Chicago,Illinois,App GPA,KENWOOD ACADEMY,10.741
KENYA990038,"n/a ",,Enrl GPA,KENYA,11.463142857
KENYA990038,"n/a ",,Adm GPA,KENYA,18.751660310
KENYA990038,"n/a ",,App GPA,KENYA,40.447658994
KERMAN HIGH SCHOOL051295,Kerman,Fresno,Enrl GPA,KERMAN HIGH SCHOOL,61.689440590
KERMAN HIGH SCHOOL051295,Kerman,Fresno,Adm GPA,KERMAN HIGH SCHOOL,91.687171813
KERMAN HIGH SCHOOL051295,Kerman,Fresno,App GPA,KERMAN HIGH SCHOOL,89.964915677
KERN VALLEY HIGH SCHOOL051342,Lake Isabella,Kern,Enrl GPA,KERN VALLEY HIGH SCHOOL,7.921333333
KERN VALLEY HIGH SCHOOL051342,Lake Isabella,Kern,Adm GPA,KERN VALLEY HIGH SCHOOL,31.390317460
KERN VALLEY HIGH SCHOOL051342,Lake Isabella,Kern,App GPA,KERN VALLEY HIGH SCHOOL,48.770666667
KERR HIGH SCHOOL443372,Houston,Texas,Enrl GPA,KERR HIGH SCHOOL,
KERR HIGH SCHOOL443372,Houston,Texas,Adm GPA,KERR HIGH SCHOOL,
KERR HIGH SCHOOL443372,Houston,Texas,App GPA,KERR HIGH SCHOOL,3.77
KETTLE MORAINE HIGH SCHOOL502352,Wales,Wisconsin,Enrl GPA,KETTLE MORAINE HIGH SCHOOL,
KETTLE MORAINE HIGH SCHOOL502352,Wales,Wisconsin,Adm GPA,KETTLE MORAINE HIGH SCHOOL,
KETTLE MORAINE HIGH SCHOOL502352,Wales,Wisconsin,App GPA,KETTLE MORAINE HIGH SCHOOL,7.653
KEY SCHOOL210013,Annapolis,Maryland,Enrl GPA,KEY SCHOOL,
KEY SCHOOL210013,Annapolis,Maryland,Adm GPA,KEY SCHOOL,
KEY SCHOOL210013,Annapolis,Maryland,App GPA,KEY SCHOOL,3.414
KEY WEST HIGH SCHOOL100845,Key West,Florida,Enrl GPA,KEY WEST HIGH SCHOOL,
KEY WEST HIGH SCHOOL100845,Key West,Florida,Adm GPA,KEY WEST HIGH SCHOOL,
KEY WEST HIGH SCHOOL100845,Key West,Florida,App GPA,KEY WEST HIGH SCHOOL,4.034
KEYSTONE NATIONAL HIGH SCHOOL390363,Bloomsburg,Pennsylvania,Enrl GPA,KEYSTONE NATIONAL HIGH SCHOOL,
KEYSTONE NATIONAL HIGH SCHOOL390363,Bloomsburg,Pennsylvania,Adm GPA,KEYSTONE NATIONAL HIGH SCHOOL,3.822857143
KEYSTONE NATIONAL HIGH SCHOOL390363,Bloomsburg,Pennsylvania,App GPA,KEYSTONE NATIONAL HIGH SCHOOL,32.779653680
KEYSTONE SCHOOL446158,San Antonio,Texas,Enrl GPA,KEYSTONE SCHOOL,
KEYSTONE SCHOOL446158,San Antonio,Texas,Adm GPA,KEYSTONE SCHOOL,4.116
KEYSTONE SCHOOL446158,San Antonio,Texas,App GPA,KEYSTONE SCHOOL,7.88875
KHARTOUM INTL COMMUNITY SCHOOL641101,"n/a ",SUDAN,Enrl GPA,KHARTOUM INTL COMMUNITY SCHOOL,
KHARTOUM INTL COMMUNITY SCHOOL641101,"n/a ",SUDAN,Adm GPA,KHARTOUM INTL COMMUNITY SCHOOL,
KHARTOUM INTL COMMUNITY SCHOOL641101,"n/a ",SUDAN,App GPA,KHARTOUM INTL COMMUNITY SCHOOL,3.688333333
KIHEI HIGH SCHOOL120176,Kihei,Hawaii,Enrl GPA,KIHEI HIGH SCHOOL,
KIHEI HIGH SCHOOL120176,Kihei,Hawaii,Adm GPA,KIHEI HIGH SCHOOL,
KIHEI HIGH SCHOOL120176,Kihei,Hawaii,App GPA,KIHEI HIGH SCHOOL,3.942857143
KILLIAN HILL CHRISTIAN SCHOOL111829,Lilburn,Georgia,Enrl GPA,KILLIAN HILL CHRISTIAN SCHOOL,
KILLIAN HILL CHRISTIAN SCHOOL111829,Lilburn,Georgia,Adm GPA,KILLIAN HILL CHRISTIAN SCHOOL,
KILLIAN HILL CHRISTIAN SCHOOL111829,Lilburn,Georgia,App GPA,KILLIAN HILL CHRISTIAN SCHOOL,3.888
KIMBALL UNION ACADEMY300400,Meriden,New Hampshire,Enrl GPA,KIMBALL UNION ACADEMY,
KIMBALL UNION ACADEMY300400,Meriden,New Hampshire,Adm GPA,KIMBALL UNION ACADEMY,14.843416667
KIMBALL UNION ACADEMY300400,Meriden,New Hampshire,App GPA,KIMBALL UNION ACADEMY,32.747398352
KINDER HS PERFORM VISUAL ARTS443376,Houston,Texas,Enrl GPA,KINDER HS PERFORM VISUAL ARTS,
KINDER HS PERFORM VISUAL ARTS443376,Houston,Texas,Adm GPA,KINDER HS PERFORM VISUAL ARTS,7.751333333
KINDER HS PERFORM VISUAL ARTS443376,Houston,Texas,App GPA,KINDER HS PERFORM VISUAL ARTS,30.297918498
KING CHAVEZ COMMUNITY HIGH SCH054507,San Diego,San Diego,Enrl GPA,KING CHAVEZ COMMUNITY HIGH SCH,7.698857143
KING CHAVEZ COMMUNITY HIGH SCH054507,San Diego,San Diego,Adm GPA,KING CHAVEZ COMMUNITY HIGH SCH,7.61375
KING CHAVEZ COMMUNITY HIGH SCH054507,San Diego,San Diego,App GPA,KING CHAVEZ COMMUNITY HIGH SCH,17.526145854
KING CITY JOINT UNION HS051305,King City,Monterey,Enrl GPA,KING CITY JOINT UNION HS,60.321015929
KING CITY JOINT UNION HS051305,King City,Monterey,Adm GPA,KING CITY JOINT UNION HS,86.548120629
KING CITY JOINT UNION HS051305,King City,Monterey,App GPA,KING CITY JOINT UNION HS,84.122354719
KING COLLEGE PREP140825,Chicago,Illinois,Enrl GPA,KING COLLEGE PREP,
KING COLLEGE PREP140825,Chicago,Illinois,Adm GPA,KING COLLEGE PREP,
KING COLLEGE PREP140825,Chicago,Illinois,App GPA,KING COLLEGE PREP,3.334
KING DREW MAGNET HS MED/SCI051672,Los Angeles,Los Angeles,Enrl GPA,KING DREW MAGNET HS MED/SCI,85.119813522
KING DREW MAGNET HS MED/SCI051672,Los Angeles,Los Angeles,Adm GPA,KING DREW MAGNET HS MED/SCI,88.566522452
KING DREW MAGNET HS MED/SCI051672,Los Angeles,Los Angeles,App GPA,KING DREW MAGNET HS MED/SCI,83.408770393
KING FAISAL SCHOOL692127,"n/a ",SAUDI ARABIA,Enrl GPA,KING FAISAL SCHOOL,
KING FAISAL SCHOOL692127,"n/a ",SAUDI ARABIA,Adm GPA,KING FAISAL SCHOOL,
KING FAISAL SCHOOL692127,"n/a ",SAUDI ARABIA,App GPA,KING FAISAL SCHOOL,7.9595
KING GEORGE V SCHOOL670530,"n/a ",HONG KONG,Enrl GPA,KING GEORGE V SCHOOL,7.641666667
KING GEORGE V SCHOOL670530,"n/a ",HONG KONG,Adm GPA,KING GEORGE V SCHOOL,46.339664835
KING GEORGE V SCHOOL670530,"n/a ",HONG KONG,App GPA,KING GEORGE V SCHOOL,55.164297162
KING KEKAULIKE HIGH SCHOOL120218,Makawao,Hawaii,Enrl GPA,KING KEKAULIKE HIGH SCHOOL,
KING KEKAULIKE HIGH SCHOOL120218,Makawao,Hawaii,Adm GPA,KING KEKAULIKE HIGH SCHOOL,20.014452381
KING KEKAULIKE HIGH SCHOOL120218,Makawao,Hawaii,App GPA,KING KEKAULIKE HIGH SCHOOL,31.378463925
KING KEKAULIKE HIGH SCHOOL120218,Pukalani,Hawaii,Enrl GPA,KING KEKAULIKE HIGH SCHOOL,
KING KEKAULIKE HIGH SCHOOL120218,Pukalani,Hawaii,Adm GPA,KING KEKAULIKE HIGH SCHOOL,3.908888889
KING KEKAULIKE HIGH SCHOOL120218,Pukalani,Hawaii,App GPA,KING KEKAULIKE HIGH SCHOOL,15.339952381
KING PHILIP REGIONAL HS222562,Wrentham,Massachusetts,Enrl GPA,KING PHILIP REGIONAL HS,
KING PHILIP REGIONAL HS222562,Wrentham,Massachusetts,Adm GPA,KING PHILIP REGIONAL HS,
KING PHILIP REGIONAL HS222562,Wrentham,Massachusetts,App GPA,KING PHILIP REGIONAL HS,3.27
KING SCHOOL070720,Stamford,Connecticut,Enrl GPA,KING SCHOOL,
KING SCHOOL070720,Stamford,Connecticut,Adm GPA,KING SCHOOL,3.388333333
KING SCHOOL070720,Stamford,Connecticut,App GPA,KING SCHOOL,7.043666667
KING-DREW MEDICAL MAGNET HIGH998463,Los Angeles,Los Angeles,Enrl GPA,KING-DREW MEDICAL MAGNET HIGH,
KING-DREW MEDICAL MAGNET HIGH998463,Los Angeles,Los Angeles,Adm GPA,KING-DREW MEDICAL MAGNET HIGH,
KING-DREW MEDICAL MAGNET HIGH998463,Los Angeles,Los Angeles,App GPA,KING-DREW MEDICAL MAGNET HIGH,3.078
KING'S COLLEGE670140,"n/a ",HONG KONG,Enrl GPA,KING'S COLLEGE,
KING'S COLLEGE670140,"n/a ",HONG KONG,Adm GPA,KING'S COLLEGE,
KING'S COLLEGE670140,"n/a ",HONG KONG,App GPA,KING'S COLLEGE,7.045
KINGLEE HIGH SCHOOL694537,"n/a ","CHINA, PEOPLES REPUBLIC",Enrl GPA,KINGLEE HIGH SCHOOL,
KINGLEE HIGH SCHOOL694537,"n/a ","CHINA, PEOPLES REPUBLIC",Adm GPA,KINGLEE HIGH SCHOOL,
KINGLEE HIGH SCHOOL694537,"n/a ","CHINA, PEOPLES REPUBLIC",App GPA,KINGLEE HIGH SCHOOL,3.802
KINGMAN HIGH SCHOOL030180,Kingman,Arizona,Enrl GPA,KINGMAN HIGH SCHOOL,
KINGMAN HIGH SCHOOL030180,Kingman,Arizona,Adm GPA,KINGMAN HIGH SCHOOL,
KINGMAN HIGH SCHOOL030180,Kingman,Arizona,App GPA,KINGMAN HIGH SCHOOL,3.603333333
KINGS ACADEMY101821,West Palm Beach,Florida,Enrl GPA,KINGS ACADEMY,
KINGS ACADEMY101821,West Palm Beach,Florida,Adm GPA,KINGS ACADEMY,
KINGS ACADEMY101821,West Palm Beach,Florida,App GPA,KINGS ACADEMY,3.54125
KINGS ACADEMY681069,"n/a ",JORDAN,Enrl GPA,KINGS ACADEMY,
KINGS ACADEMY681069,"n/a ",JORDAN,Adm GPA,KINGS ACADEMY,11.197936508
KINGS ACADEMY681069,"n/a ",JORDAN,App GPA,KINGS ACADEMY,18.173636364
KINGS HIGH SCHOOL362800,Kings Mills,Ohio,Enrl GPA,KINGS HIGH SCHOOL,
KINGS HIGH SCHOOL362800,Kings Mills,Ohio,Adm GPA,KINGS HIGH SCHOOL,4.258
KINGS HIGH SCHOOL362800,Kings Mills,Ohio,App GPA,KINGS HIGH SCHOOL,4.258
KINGS HIGH SCHOOL481117,Seattle,Washington,Enrl GPA,KINGS HIGH SCHOOL,
KINGS HIGH SCHOOL481117,Seattle,Washington,Adm GPA,KINGS HIGH SCHOOL,19.613027778
KINGS HIGH SCHOOL481117,Seattle,Washington,App GPA,KINGS HIGH SCHOOL,38.355180679
KINGS PARK HIGH SCHOOL332695,Kings Park,New York,Enrl GPA,KINGS PARK HIGH SCHOOL,
KINGS PARK HIGH SCHOOL332695,Kings Park,New York,Adm GPA,KINGS PARK HIGH SCHOOL,
KINGS PARK HIGH SCHOOL332695,Kings Park,New York,App GPA,KINGS PARK HIGH SCHOOL,4.36
KINGSBURG HIGH SCHOOL051310,Kingsburg,Fresno,Enrl GPA,KINGSBURG HIGH SCHOOL,71.304128510
KINGSBURG HIGH SCHOOL051310,Kingsburg,Fresno,Adm GPA,KINGSBURG HIGH SCHOOL,94.334550976
KINGSBURG HIGH SCHOOL051310,Kingsburg,Fresno,App GPA,KINGSBURG HIGH SCHOOL,92.125116986
KINGSTON HIGH SCHOOL332705,Kingston,New York,Enrl GPA,KINGSTON HIGH SCHOOL,
KINGSTON HIGH SCHOOL332705,Kingston,New York,Adm GPA,KINGSTON HIGH SCHOOL,
KINGSTON HIGH SCHOOL332705,Kingston,New York,App GPA,KINGSTON HIGH SCHOOL,4.022
KINGSTON HIGH SCHOOL480554,Kingston,Washington,Enrl GPA,KINGSTON HIGH SCHOOL,
KINGSTON HIGH SCHOOL480554,Kingston,Washington,Adm GPA,KINGSTON HIGH SCHOOL,4.116
KINGSTON HIGH SCHOOL480554,Kingston,Washington,App GPA,KINGSTON HIGH SCHOOL,15.867976190
KINGSWOOD-OXFORD SCHOOL070890,West Hartford,Connecticut,Enrl GPA,KINGSWOOD-OXFORD SCHOOL,
KINGSWOOD-OXFORD SCHOOL070890,West Hartford,Connecticut,Adm GPA,KINGSWOOD-OXFORD SCHOOL,
KINGSWOOD-OXFORD SCHOOL070890,West Hartford,Connecticut,App GPA,KINGSWOOD-OXFORD SCHOOL,6.99
KINGWOOD HIGH SCHOOL443863,Houston,Texas,Enrl GPA,KINGWOOD HIGH SCHOOL,
KINGWOOD HIGH SCHOOL443863,Houston,Texas,Adm GPA,KINGWOOD HIGH SCHOOL,
KINGWOOD HIGH SCHOOL443863,Houston,Texas,App GPA,KINGWOOD HIGH SCHOOL,3.891666667
KINGWOOD HIGH SCHOOL443863,Kingwood,Texas,Enrl GPA,KINGWOOD HIGH SCHOOL,
KINGWOOD HIGH SCHOOL443863,Kingwood,Texas,Adm GPA,KINGWOOD HIGH SCHOOL,28.204690476
KINGWOOD HIGH SCHOOL443863,Kingwood,Texas,App GPA,KINGWOOD HIGH SCHOOL,69.433908092
KINKAID SCHOOL443390,Houston,Texas,Enrl GPA,KINKAID SCHOOL,
KINKAID SCHOOL443390,Houston,Texas,Adm GPA,KINKAID SCHOOL,27.311166667
KINKAID SCHOOL443390,Houston,Texas,App GPA,KINKAID SCHOOL,59.158418980
KINNELON HIGH SCHOOL310667,Kinnelon,New Jersey,Enrl GPA,KINNELON HIGH SCHOOL,
KINNELON HIGH SCHOOL310667,Kinnelon,New Jersey,Adm GPA,KINNELON HIGH SCHOOL,
KINNELON HIGH SCHOOL310667,Kinnelon,New Jersey,App GPA,KINNELON HIGH SCHOOL,3.598
KIPP KING COLLEGIATE HIGH SCH054231,San Lorenzo,Alameda,Enrl GPA,KIPP KING COLLEGIATE HIGH SCH,26.886930359
KIPP KING COLLEGIATE HIGH SCH054231,San Lorenzo,Alameda,Adm GPA,KIPP KING COLLEGIATE HIGH SCH,26.892927353
